Date,Location,Unemployment Rate,Unemployment ('000s),Sector
2020-03,Ontario,6.7,100.0,Goods-producing sector
2020-04,Ontario,14.2,200.3,Goods-producing sector
2020-05,Ontario,14.0,208.5,Goods-producing sector
2020-06,Ontario,8.4,130.1,Goods-producing sector
2020-07,Ontario,7.1,109.3,Goods-producing sector
2020-08,Ontario,6.0,93.4,Goods-producing sector
2020-09,Ontario,4.5,69.7,Goods-producing sector
2020-10,Ontario,4.8,74.0,Goods-producing sector
2020-11,Ontario,5.2,81.8,Goods-producing sector
2020-12,Ontario,5.1,80.1,Goods-producing sector
2021-01,Ontario,8.6,133.6,Goods-producing sector
2021-02,Ontario,5.9,89.5,Goods-producing sector
2021-03,Ontario,5.7,86.0,Goods-producing sector
2021-04,Ontario,6.0,92.6,Goods-producing sector
2021-05,Ontario,4.9,75.1,Goods-producing sector
2021-06,Ontario,4.1,64.0,Goods-producing sector
2021-07,Ontario,4.5,71.4,Goods-producing sector
2021-08,Ontario,3.5,55.2,Goods-producing sector
2021-09,Ontario,4.6,70.5,Goods-producing sector
2021-10,Ontario,3.1,46.9,Goods-producing sector
2021-11,Ontario,3.8,58.0,Goods-producing sector
2021-12,Ontario,2.6,39.6,Goods-producing sector
2022-01,Ontario,5.2,79.9,Goods-producing sector
2022-02,Ontario,4.3,65.7,Goods-producing sector
2022-03,Ontario,4.0,62.7,Goods-producing sector
2022-04,Ontario,3.8,60.2,Goods-producing sector
2022-05,Ontario,3.5,57.1,Goods-producing sector
2022-06,Ontario,3.0,49.5,Goods-producing sector
2022-07,Ontario,2.4,39.7,Goods-producing sector
2022-08,Ontario,3.0,49.9,Goods-producing sector
2022-09,Ontario,3.2,50.7,Goods-producing sector
2022-10,Ontario,2.7,44.0,Goods-producing sector
2022-11,Ontario,2.3,36.9,Goods-producing sector
2022-12,Ontario,2.7,42.5,Goods-producing sector
2023-01,Ontario,4.2,65.9,Goods-producing sector
2023-02,Ontario,4.9,78.6,Goods-producing sector
2023-03,Ontario,4.9,78.9,Goods-producing sector
2023-04,Ontario,3.8,61.3,Goods-producing sector
2023-05,Ontario,3.3,54.6,Goods-producing sector
2023-06,Ontario,3.1,52.8,Goods-producing sector
2023-07,Ontario,2.8,47.8,Goods-producing sector
2023-08,Ontario,2.7,46.3,Goods-producing sector
2023-09,Ontario,3.4,55.3,Goods-producing sector
2023-10,Ontario,4.0,65.1,Goods-producing sector
2023-11,Ontario,3.3,54.9,Goods-producing sector
2023-12,Ontario,4.5,73.4,Goods-producing sector
2024-01,Ontario,4.7,75.7,Goods-producing sector
2024-02,Ontario,4.6,72.8,Goods-producing sector
2024-03,Ontario,5.2,84.0,Goods-producing sector
2017-01,Ontario,4.4,3.1,Agriculture
2017-02,Ontario,8.2,6.0,Agriculture
2017-03,Ontario,8.7,6.5,Agriculture
2017-04,Ontario,6.8,5.1,Agriculture
2017-05,Ontario,4.6,3.4,Agriculture
2017-06,Ontario,5.3,4.0,Agriculture
2017-07,Ontario,7.257078565614976,27.29993297266242,Agriculture
2017-08,Ontario,2.9,2.2,Agriculture
2017-09,Ontario,3.2,2.2,Agriculture
2017-10,Ontario,3.8,2.7,Agriculture
2017-11,Ontario,3.7,2.5,Agriculture
2017-12,Ontario,2.3,1.5,Agriculture
2018-01,Ontario,5.4,3.3,Agriculture
2018-02,Ontario,5.8,3.8,Agriculture
2018-03,Ontario,8.7,6.1,Agriculture
2018-04,Ontario,3.0,2.1,Agriculture
2018-05,Ontario,3.1,2.4,Agriculture
2018-06,Ontario,7.257078565614976,27.29993297266242,Agriculture
2018-07,Ontario,2.3,1.7,Agriculture
2018-08,Ontario,3.7,2.9,Agriculture
2018-09,Ontario,7.257078565614976,27.29993297266242,Agriculture
2018-10,Ontario,2.1,1.6,Agriculture
2018-11,Ontario,6.4,5.0,Agriculture
2018-12,Ontario,3.8,3.0,Agriculture
2019-01,Ontario,3.8,3.0,Agriculture
2019-02,Ontario,8.8,6.9,Agriculture
2019-03,Ontario,3.5,2.5,Agriculture
2019-04,Ontario,5.1,3.7,Agriculture
2019-05,Ontario,2.1,1.7,Agriculture
2019-06,Ontario,3.6,2.9,Agriculture
2019-07,Ontario,3.4,2.8,Agriculture
2019-08,Ontario,2.7,2.2,Agriculture
2019-09,Ontario,3.5,2.7,Agriculture
2019-10,Ontario,5.7,4.3,Agriculture
2019-11,Ontario,4.5,3.5,Agriculture
2019-12,Ontario,6.0,4.4,Agriculture
2020-01,Ontario,5.2,3.8,Agriculture
2020-02,Ontario,10.6,8.1,Agriculture
2020-03,Ontario,9.3,6.3,Agriculture
2020-04,Ontario,9.0,6.4,Agriculture
2020-05,Ontario,5.2,3.7,Agriculture
2020-06,Ontario,5.1,3.7,Agriculture
2020-07,Ontario,3.6,2.6,Agriculture
2020-08,Ontario,6.5,4.9,Agriculture
2020-09,Ontario,5.2,3.9,Agriculture
2020-10,Ontario,6.1,4.4,Agriculture
2020-11,Ontario,7.257078565614976,27.29993297266242,Agriculture
2020-12,Ontario,3.8,2.7,Agriculture
2021-01,Ontario,8.9,5.9,Agriculture
2021-02,Ontario,8.0,5.2,Agriculture
2021-03,Ontario,8.4,5.8,Agriculture
2021-04,Ontario,4.4,3.2,Agriculture
2021-05,Ontario,7.257078565614976,27.29993297266242,Agriculture
2021-06,Ontario,2.8,2.1,Agriculture
2021-07,Ontario,7.257078565614976,27.29993297266242,Agriculture
2021-08,Ontario,7.257078565614976,27.29993297266242,Agriculture
2021-09,Ontario,4.0,2.5,Agriculture
2021-10,Ontario,2.6,1.8,Agriculture
2021-11,Ontario,2.3,1.5,Agriculture
2021-12,Ontario,2.5,1.6,Agriculture
2022-01,Ontario,4.3,2.7,Agriculture
2022-02,Ontario,7.257078565614976,27.29993297266242,Agriculture
2022-03,Ontario,3.7,2.5,Agriculture
2022-04,Ontario,4.5,3.2,Agriculture
2022-05,Ontario,2.8,2.2,Agriculture
2022-06,Ontario,7.257078565614976,27.29993297266242,Agriculture
2022-07,Ontario,7.257078565614976,27.29993297266242,Agriculture
2022-08,Ontario,3.5,2.8,Agriculture
2022-09,Ontario,2.1,1.5,Agriculture
2022-10,Ontario,2.4,1.8,Agriculture
2022-11,Ontario,2.5,1.9,Agriculture
2022-12,Ontario,7.257078565614976,27.29993297266242,Agriculture
2023-01,Ontario,3.7,2.8,Agriculture
2023-02,Ontario,2.6,1.9,Agriculture
2023-03,Ontario,2.8,2.2,Agriculture
2023-04,Ontario,7.257078565614976,27.29993297266242,Agriculture
2023-05,Ontario,3.5,2.8,Agriculture
2023-06,Ontario,5.0,4.1,Agriculture
2023-07,Ontario,2.4,2.2,Agriculture
2023-08,Ontario,7.257078565614976,27.29993297266242,Agriculture
2023-09,Ontario,2.0,1.7,Agriculture
2023-10,Ontario,5.0,4.4,Agriculture
2023-11,Ontario,4.0,3.3,Agriculture
2023-12,Ontario,7.257078565614976,27.29993297266242,Agriculture
2024-01,Ontario,2.6,1.9,Agriculture
2024-02,Ontario,3.8,2.7,Agriculture
2024-03,Ontario,4.4,3.1,Agriculture
2017-01,Ontario,9.4,3.2,"Forestry, fishing, mining, quarrying, oil and gas"
2017-02,Ontario,8.6,3.0,"Forestry, fishing, mining, quarrying, oil and gas"
2017-03,Ontario,16.0,5.6,"Forestry, fishing, mining, quarrying, oil and gas"
2017-04,Ontario,11.0,3.8,"Forestry, fishing, mining, quarrying, oil and gas"
2017-05,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2017-06,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2017-07,Ontario,4.5,1.6,"Forestry, fishing, mining, quarrying, oil and gas"
2017-08,Ontario,7.2,2.6,"Forestry, fishing, mining, quarrying, oil and gas"
2017-09,Ontario,9.3,3.2,"Forestry, fishing, mining, quarrying, oil and gas"
2017-10,Ontario,7.0,2.2,"Forestry, fishing, mining, quarrying, oil and gas"
2017-11,Ontario,6.9,2.3,"Forestry, fishing, mining, quarrying, oil and gas"
2017-12,Ontario,11.8,4.1,"Forestry, fishing, mining, quarrying, oil and gas"
2018-01,Ontario,6.9,2.0,"Forestry, fishing, mining, quarrying, oil and gas"
2018-02,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2018-03,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2018-04,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2018-05,Ontario,4.7,1.6,"Forestry, fishing, mining, quarrying, oil and gas"
2018-06,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2018-07,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2018-08,Ontario,5.9,2.3,"Forestry, fishing, mining, quarrying, oil and gas"
2018-09,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2018-10,Ontario,4.7,1.5,"Forestry, fishing, mining, quarrying, oil and gas"
2018-11,Ontario,8.4,2.8,"Forestry, fishing, mining, quarrying, oil and gas"
2018-12,Ontario,4.4,1.5,"Forestry, fishing, mining, quarrying, oil and gas"
2019-01,Ontario,6.5,2.4,"Forestry, fishing, mining, quarrying, oil and gas"
2019-02,Ontario,6.0,2.2,"Forestry, fishing, mining, quarrying, oil and gas"
2019-03,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2019-04,Ontario,7.1,2.4,"Forestry, fishing, mining, quarrying, oil and gas"
2019-05,Ontario,8.9,3.3,"Forestry, fishing, mining, quarrying, oil and gas"
2019-06,Ontario,5.7,2.1,"Forestry, fishing, mining, quarrying, oil and gas"
2019-07,Ontario,5.7,2.2,"Forestry, fishing, mining, quarrying, oil and gas"
2019-08,Ontario,4.0,1.6,"Forestry, fishing, mining, quarrying, oil and gas"
2019-09,Ontario,4.4,1.7,"Forestry, fishing, mining, quarrying, oil and gas"
2019-10,Ontario,6.6,2.5,"Forestry, fishing, mining, quarrying, oil and gas"
2019-11,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2019-12,Ontario,3.9,1.5,"Forestry, fishing, mining, quarrying, oil and gas"
2020-01,Ontario,4.2,1.5,"Forestry, fishing, mining, quarrying, oil and gas"
2020-02,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2020-03,Ontario,8.9,3.1,"Forestry, fishing, mining, quarrying, oil and gas"
2020-04,Ontario,10.9,3.7,"Forestry, fishing, mining, quarrying, oil and gas"
2020-05,Ontario,8.6,3.2,"Forestry, fishing, mining, quarrying, oil and gas"
2020-06,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2020-07,Ontario,7.5,3.1,"Forestry, fishing, mining, quarrying, oil and gas"
2020-08,Ontario,8.7,3.4,"Forestry, fishing, mining, quarrying, oil and gas"
2020-09,Ontario,10.0,4.0,"Forestry, fishing, mining, quarrying, oil and gas"
2020-10,Ontario,6.7,2.6,"Forestry, fishing, mining, quarrying, oil and gas"
2020-11,Ontario,5.9,2.3,"Forestry, fishing, mining, quarrying, oil and gas"
2020-12,Ontario,5.2,1.9,"Forestry, fishing, mining, quarrying, oil and gas"
2021-01,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2021-02,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2021-03,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2021-04,Ontario,5.1,1.7,"Forestry, fishing, mining, quarrying, oil and gas"
2021-05,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2021-06,Ontario,5.6,2.1,"Forestry, fishing, mining, quarrying, oil and gas"
2021-07,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2021-08,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2021-09,Ontario,4.5,1.7,"Forestry, fishing, mining, quarrying, oil and gas"
2021-10,Ontario,4.1,1.6,"Forestry, fishing, mining, quarrying, oil and gas"
2021-11,Ontario,7.1,2.7,"Forestry, fishing, mining, quarrying, oil and gas"
2021-12,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2022-01,Ontario,7.1,2.6,"Forestry, fishing, mining, quarrying, oil and gas"
2022-02,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2022-03,Ontario,4.0,1.6,"Forestry, fishing, mining, quarrying, oil and gas"
2022-04,Ontario,10.5,4.3,"Forestry, fishing, mining, quarrying, oil and gas"
2022-05,Ontario,8.7,3.5,"Forestry, fishing, mining, quarrying, oil and gas"
2022-06,Ontario,3.8,1.5,"Forestry, fishing, mining, quarrying, oil and gas"
2022-07,Ontario,6.9,2.6,"Forestry, fishing, mining, quarrying, oil and gas"
2022-08,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2022-09,Ontario,6.7,2.7,"Forestry, fishing, mining, quarrying, oil and gas"
2022-10,Ontario,6.3,2.6,"Forestry, fishing, mining, quarrying, oil and gas"
2022-11,Ontario,7.4,3.0,"Forestry, fishing, mining, quarrying, oil and gas"
2022-12,Ontario,9.7,4.2,"Forestry, fishing, mining, quarrying, oil and gas"
2023-01,Ontario,12.0,5.3,"Forestry, fishing, mining, quarrying, oil and gas"
2023-02,Ontario,8.1,3.3,"Forestry, fishing, mining, quarrying, oil and gas"
2023-03,Ontario,3.9,1.6,"Forestry, fishing, mining, quarrying, oil and gas"
2023-04,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2023-05,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2023-06,Ontario,4.0,1.9,"Forestry, fishing, mining, quarrying, oil and gas"
2023-07,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2023-08,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2023-09,Ontario,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2023-10,Ontario,10.0,4.1,"Forestry, fishing, mining, quarrying, oil and gas"
2023-11,Ontario,11.5,5.1,"Forestry, fishing, mining, quarrying, oil and gas"
2023-12,Ontario,15.3,7.1,"Forestry, fishing, mining, quarrying, oil and gas"
2024-01,Ontario,9.8,4.1,"Forestry, fishing, mining, quarrying, oil and gas"
2024-02,Ontario,7.2,2.9,"Forestry, fishing, mining, quarrying, oil and gas"
2024-03,Ontario,11.3,4.8,"Forestry, fishing, mining, quarrying, oil and gas"
2017-01,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2017-02,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2017-03,Ontario,44.4,2.4,Forestry and logging and support activities for forestry
2017-04,Ontario,33.3,1.8,Forestry and logging and support activities for forestry
2017-05,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2017-06,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2017-07,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2017-08,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2017-09,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2017-10,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2017-11,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2017-12,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2018-01,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2018-02,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2018-03,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2018-04,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2018-05,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2018-06,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2018-07,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2018-08,Ontario,19.3,1.6,Forestry and logging and support activities for forestry
2018-09,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2018-10,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2018-11,Ontario,36.8,2.1,Forestry and logging and support activities for forestry
2018-12,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2019-01,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2019-02,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2019-03,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2019-04,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2019-05,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2019-06,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2019-07,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2019-08,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2019-09,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2019-10,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2019-11,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2019-12,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2020-01,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2020-02,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2020-03,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2020-04,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2020-05,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2020-06,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2020-07,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2020-08,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2020-09,Ontario,25.0,3.0,Forestry and logging and support activities for forestry
2020-10,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2020-11,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2020-12,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2021-01,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2021-02,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2021-03,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2021-04,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2021-05,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2021-06,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2021-07,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2021-08,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2021-09,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2021-10,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2021-11,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2021-12,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2022-01,Ontario,21.3,1.6,Forestry and logging and support activities for forestry
2022-02,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2022-03,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2022-04,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2022-05,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2022-06,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2022-07,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2022-08,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2022-09,Ontario,35.6,1.6,Forestry and logging and support activities for forestry
2022-10,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2022-11,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2022-12,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2023-01,Ontario,36.2,1.7,Forestry and logging and support activities for forestry
2023-02,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2023-03,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2023-04,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2023-05,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2023-06,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2023-07,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2023-08,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2023-09,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2023-10,Ontario,33.8,2.4,Forestry and logging and support activities for forestry
2023-11,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2023-12,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2024-01,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2024-02,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2024-03,Ontario,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2017-01,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-02,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-03,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-04,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-05,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-06,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-07,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-08,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-09,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-10,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-11,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-12,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-01,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-02,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-03,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-04,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-05,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-06,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-07,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-08,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-09,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-10,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-11,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-12,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2019-01,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2019-02,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2019-03,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2019-04,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2019-05,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2019-06,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2019-07,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2019-08,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2019-09,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2019-10,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2019-11,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2019-12,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2020-01,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2020-02,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2020-03,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2020-04,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2020-05,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2020-06,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2020-07,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2020-08,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2020-09,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2020-10,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2020-11,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2020-12,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2021-01,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2021-02,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2021-03,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2021-04,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2021-05,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2021-06,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2021-07,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2021-08,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2021-09,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2021-10,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2021-11,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2021-12,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2022-01,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2022-02,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2022-03,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2022-04,Ontario,100.0,2.1,"Fishing, hunting and trapping"
2022-05,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2022-06,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2022-07,Ontario,100.0,1.8,"Fishing, hunting and trapping"
2022-08,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2022-09,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2022-10,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2022-11,Ontario,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
