Date,Location,Category,Dollar Value ('000s')
2023-12-01,Manitoba,Vegetable products,45915
2024-01-01,Manitoba,Vegetable products,50352
2024-02-01,Manitoba,Vegetable products,44267
2024-03-01,Manitoba,Vegetable products,44599
2017-01-01,Manitoba,Animal or vegetable oils,1721
2017-02-01,Manitoba,Animal or vegetable oils,2160
2017-03-01,Manitoba,Animal or vegetable oils,2290
2017-04-01,Manitoba,Animal or vegetable oils,1761
2017-05-01,Manitoba,Animal or vegetable oils,2413
2017-06-01,Manitoba,Animal or vegetable oils,2661
2017-07-01,Manitoba,Animal or vegetable oils,1760
2017-08-01,Manitoba,Animal or vegetable oils,5149
2017-09-01,Manitoba,Animal or vegetable oils,2266
2017-10-01,Manitoba,Animal or vegetable oils,5135
2017-11-01,Manitoba,Animal or vegetable oils,2269
2017-12-01,Manitoba,Animal or vegetable oils,1984
2018-01-01,Manitoba,Animal or vegetable oils,11778
2018-02-01,Manitoba,Animal or vegetable oils,2157
2018-03-01,Manitoba,Animal or vegetable oils,2792
2018-04-01,Manitoba,Animal or vegetable oils,2476
2018-05-01,Manitoba,Animal or vegetable oils,2866
2018-06-01,Manitoba,Animal or vegetable oils,2242
2018-07-01,Manitoba,Animal or vegetable oils,2298
2018-08-01,Manitoba,Animal or vegetable oils,2282
2018-09-01,Manitoba,Animal or vegetable oils,2386
2018-10-01,Manitoba,Animal or vegetable oils,2870
2018-11-01,Manitoba,Animal or vegetable oils,1669
2018-12-01,Manitoba,Animal or vegetable oils,2441
2019-01-01,Manitoba,Animal or vegetable oils,1865
2019-02-01,Manitoba,Animal or vegetable oils,1625
2019-03-01,Manitoba,Animal or vegetable oils,2032
2019-04-01,Manitoba,Animal or vegetable oils,2211
2019-05-01,Manitoba,Animal or vegetable oils,1762
2019-06-01,Manitoba,Animal or vegetable oils,2392
2019-07-01,Manitoba,Animal or vegetable oils,2213
2019-08-01,Manitoba,Animal or vegetable oils,3048
2019-09-01,Manitoba,Animal or vegetable oils,2109
2019-10-01,Manitoba,Animal or vegetable oils,2200
2019-11-01,Manitoba,Animal or vegetable oils,2668
2019-12-01,Manitoba,Animal or vegetable oils,1955
2020-01-01,Manitoba,Animal or vegetable oils,2020
2020-02-01,Manitoba,Animal or vegetable oils,1937
2020-03-01,Manitoba,Animal or vegetable oils,3021
2020-04-01,Manitoba,Animal or vegetable oils,2191
2020-05-01,Manitoba,Animal or vegetable oils,3496
2020-06-01,Manitoba,Animal or vegetable oils,3531
2020-07-01,Manitoba,Animal or vegetable oils,3123
2020-08-01,Manitoba,Animal or vegetable oils,3748
2020-09-01,Manitoba,Animal or vegetable oils,5212
2020-10-01,Manitoba,Animal or vegetable oils,3699
2020-11-01,Manitoba,Animal or vegetable oils,4073
2020-12-01,Manitoba,Animal or vegetable oils,3460
2021-01-01,Manitoba,Animal or vegetable oils,3307
2021-02-01,Manitoba,Animal or vegetable oils,3396
2021-03-01,Manitoba,Animal or vegetable oils,4418
2021-04-01,Manitoba,Animal or vegetable oils,4768
2021-05-01,Manitoba,Animal or vegetable oils,5790
2021-06-01,Manitoba,Animal or vegetable oils,5123
2021-07-01,Manitoba,Animal or vegetable oils,7280
2021-08-01,Manitoba,Animal or vegetable oils,6472
2021-09-01,Manitoba,Animal or vegetable oils,8049
2021-10-01,Manitoba,Animal or vegetable oils,7233
2021-11-01,Manitoba,Animal or vegetable oils,6770
2021-12-01,Manitoba,Animal or vegetable oils,7525
2022-01-01,Manitoba,Animal or vegetable oils,7096
2022-02-01,Manitoba,Animal or vegetable oils,9097
2022-03-01,Manitoba,Animal or vegetable oils,8828
2022-04-01,Manitoba,Animal or vegetable oils,8568
2022-05-01,Manitoba,Animal or vegetable oils,7533
2022-06-01,Manitoba,Animal or vegetable oils,7169
2022-07-01,Manitoba,Animal or vegetable oils,8959
2022-08-01,Manitoba,Animal or vegetable oils,7921
2022-09-01,Manitoba,Animal or vegetable oils,10677
2022-10-01,Manitoba,Animal or vegetable oils,8272
2022-11-01,Manitoba,Animal or vegetable oils,7353
2022-12-01,Manitoba,Animal or vegetable oils,7702
2023-01-01,Manitoba,Animal or vegetable oils,10178
2023-02-01,Manitoba,Animal or vegetable oils,8950
2023-03-01,Manitoba,Animal or vegetable oils,7028
2023-04-01,Manitoba,Animal or vegetable oils,7330
2023-05-01,Manitoba,Animal or vegetable oils,8104
2023-06-01,Manitoba,Animal or vegetable oils,6035
2023-07-01,Manitoba,Animal or vegetable oils,7503
2023-08-01,Manitoba,Animal or vegetable oils,6522
2023-09-01,Manitoba,Animal or vegetable oils,10394
2023-10-01,Manitoba,Animal or vegetable oils,9192
2023-11-01,Manitoba,Animal or vegetable oils,9953
2023-12-01,Manitoba,Animal or vegetable oils,6846
2024-01-01,Manitoba,Animal or vegetable oils,7125
2024-02-01,Manitoba,Animal or vegetable oils,7925
2024-03-01,Manitoba,Animal or vegetable oils,6983
2017-01-01,Manitoba,Processed food and beverages,64972
2017-02-01,Manitoba,Processed food and beverages,56742
2017-03-01,Manitoba,Processed food and beverages,71614
2017-04-01,Manitoba,Processed food and beverages,62133
2017-05-01,Manitoba,Processed food and beverages,72490
2017-06-01,Manitoba,Processed food and beverages,74122
2017-07-01,Manitoba,Processed food and beverages,67635
2017-08-01,Manitoba,Processed food and beverages,67769
2017-09-01,Manitoba,Processed food and beverages,64283
2017-10-01,Manitoba,Processed food and beverages,65843
2017-11-01,Manitoba,Processed food and beverages,63316
2017-12-01,Manitoba,Processed food and beverages,61381
2018-01-01,Manitoba,Processed food and beverages,65976
2018-02-01,Manitoba,Processed food and beverages,55866
2018-03-01,Manitoba,Processed food and beverages,69751
2018-04-01,Manitoba,Processed food and beverages,61475
2018-05-01,Manitoba,Processed food and beverages,64813
2018-06-01,Manitoba,Processed food and beverages,69968
2018-07-01,Manitoba,Processed food and beverages,58435
2018-08-01,Manitoba,Processed food and beverages,65567
2018-09-01,Manitoba,Processed food and beverages,61833
2018-10-01,Manitoba,Processed food and beverages,64751
2018-11-01,Manitoba,Processed food and beverages,65585
2018-12-01,Manitoba,Processed food and beverages,65217
2019-01-01,Manitoba,Processed food and beverages,62741
2019-02-01,Manitoba,Processed food and beverages,55988
2019-03-01,Manitoba,Processed food and beverages,67775
2019-04-01,Manitoba,Processed food and beverages,62638
2019-05-01,Manitoba,Processed food and beverages,67223
2019-06-01,Manitoba,Processed food and beverages,63410
2019-07-01,Manitoba,Processed food and beverages,56898
2019-08-01,Manitoba,Processed food and beverages,61986
2019-09-01,Manitoba,Processed food and beverages,61426
2019-10-01,Manitoba,Processed food and beverages,63705
2019-11-01,Manitoba,Processed food and beverages,57523
2019-12-01,Manitoba,Processed food and beverages,59686
2020-01-01,Manitoba,Processed food and beverages,58214
2020-02-01,Manitoba,Processed food and beverages,57346
2020-03-01,Manitoba,Processed food and beverages,63327
2020-04-01,Manitoba,Processed food and beverages,56982
2020-05-01,Manitoba,Processed food and beverages,57590
2020-06-01,Manitoba,Processed food and beverages,58589
2020-07-01,Manitoba,Processed food and beverages,64659
2020-08-01,Manitoba,Processed food and beverages,75168
2020-09-01,Manitoba,Processed food and beverages,69046
2020-10-01,Manitoba,Processed food and beverages,76194
2020-11-01,Manitoba,Processed food and beverages,67282
2020-12-01,Manitoba,Processed food and beverages,67141
2021-01-01,Manitoba,Processed food and beverages,69243
2021-02-01,Manitoba,Processed food and beverages,65183
2021-03-01,Manitoba,Processed food and beverages,75489
2021-04-01,Manitoba,Processed food and beverages,73181
2021-05-01,Manitoba,Processed food and beverages,70956
2021-06-01,Manitoba,Processed food and beverages,80624
2021-07-01,Manitoba,Processed food and beverages,81799
2021-08-01,Manitoba,Processed food and beverages,72133
2021-09-01,Manitoba,Processed food and beverages,81530
2021-10-01,Manitoba,Processed food and beverages,80664
2021-11-01,Manitoba,Processed food and beverages,76996
2021-12-01,Manitoba,Processed food and beverages,87135
2022-01-01,Manitoba,Processed food and beverages,77649
2022-02-01,Manitoba,Processed food and beverages,68602
2022-03-01,Manitoba,Processed food and beverages,99493
2022-04-01,Manitoba,Processed food and beverages,79551
2022-05-01,Manitoba,Processed food and beverages,81440
2022-06-01,Manitoba,Processed food and beverages,86822
2022-07-01,Manitoba,Processed food and beverages,87933
2022-08-01,Manitoba,Processed food and beverages,87572
2022-09-01,Manitoba,Processed food and beverages,99741
2022-10-01,Manitoba,Processed food and beverages,90986
2022-11-01,Manitoba,Processed food and beverages,88503
2022-12-01,Manitoba,Processed food and beverages,88327
2023-01-01,Manitoba,Processed food and beverages,86140
2023-02-01,Manitoba,Processed food and beverages,80467
2023-03-01,Manitoba,Processed food and beverages,94306
2023-04-01,Manitoba,Processed food and beverages,85841
2023-05-01,Manitoba,Processed food and beverages,83407
2023-06-01,Manitoba,Processed food and beverages,90799
2023-07-01,Manitoba,Processed food and beverages,84866
2023-08-01,Manitoba,Processed food and beverages,84491
2023-09-01,Manitoba,Processed food and beverages,90395
2023-10-01,Manitoba,Processed food and beverages,89322
2023-11-01,Manitoba,Processed food and beverages,88081
2023-12-01,Manitoba,Processed food and beverages,90454
2024-01-01,Manitoba,Processed food and beverages,78633
2024-02-01,Manitoba,Processed food and beverages,77889
2024-03-01,Manitoba,Processed food and beverages,85634
2017-01-01,Saskatchewan,Live animals or animal products,7391
2017-02-01,Saskatchewan,Live animals or animal products,6810
2017-03-01,Saskatchewan,Live animals or animal products,10403
2017-04-01,Saskatchewan,Live animals or animal products,9678
2017-05-01,Saskatchewan,Live animals or animal products,9892
2017-06-01,Saskatchewan,Live animals or animal products,8214
2017-07-01,Saskatchewan,Live animals or animal products,10531
2017-08-01,Saskatchewan,Live animals or animal products,8191
2017-09-01,Saskatchewan,Live animals or animal products,8822
2017-10-01,Saskatchewan,Live animals or animal products,8896
2017-11-01,Saskatchewan,Live animals or animal products,8419
2017-12-01,Saskatchewan,Live animals or animal products,9990
2018-01-01,Saskatchewan,Live animals or animal products,7304
2018-02-01,Saskatchewan,Live animals or animal products,8849
2018-03-01,Saskatchewan,Live animals or animal products,14279
2018-04-01,Saskatchewan,Live animals or animal products,10226
2018-05-01,Saskatchewan,Live animals or animal products,10017
2018-06-01,Saskatchewan,Live animals or animal products,12633
2018-07-01,Saskatchewan,Live animals or animal products,11912
2018-08-01,Saskatchewan,Live animals or animal products,12094
2018-09-01,Saskatchewan,Live animals or animal products,13516
2018-10-01,Saskatchewan,Live animals or animal products,12781
2018-11-01,Saskatchewan,Live animals or animal products,15028
2018-12-01,Saskatchewan,Live animals or animal products,17641
2019-01-01,Saskatchewan,Live animals or animal products,11135
2019-02-01,Saskatchewan,Live animals or animal products,9808
2019-03-01,Saskatchewan,Live animals or animal products,16737
2019-04-01,Saskatchewan,Live animals or animal products,14460
2019-05-01,Saskatchewan,Live animals or animal products,16012
2019-06-01,Saskatchewan,Live animals or animal products,15837
2019-07-01,Saskatchewan,Live animals or animal products,14889
2019-08-01,Saskatchewan,Live animals or animal products,12541
2019-09-01,Saskatchewan,Live animals or animal products,13301
2019-10-01,Saskatchewan,Live animals or animal products,12808
2019-11-01,Saskatchewan,Live animals or animal products,13820
2019-12-01,Saskatchewan,Live animals or animal products,12094
2020-01-01,Saskatchewan,Live animals or animal products,7710
2020-02-01,Saskatchewan,Live animals or animal products,9585
2020-03-01,Saskatchewan,Live animals or animal products,18254
2020-04-01,Saskatchewan,Live animals or animal products,12055
2020-05-01,Saskatchewan,Live animals or animal products,10866
2020-06-01,Saskatchewan,Live animals or animal products,13046
2020-07-01,Saskatchewan,Live animals or animal products,11667
2020-08-01,Saskatchewan,Live animals or animal products,11852
2020-09-01,Saskatchewan,Live animals or animal products,15536
2020-10-01,Saskatchewan,Live animals or animal products,13385
2020-11-01,Saskatchewan,Live animals or animal products,12712
2020-12-01,Saskatchewan,Live animals or animal products,8280
2021-01-01,Saskatchewan,Live animals or animal products,8481
2021-02-01,Saskatchewan,Live animals or animal products,14286
2021-03-01,Saskatchewan,Live animals or animal products,16985
2021-04-01,Saskatchewan,Live animals or animal products,11411
2021-05-01,Saskatchewan,Live animals or animal products,10815
2021-06-01,Saskatchewan,Live animals or animal products,15062
2021-07-01,Saskatchewan,Live animals or animal products,12570
2021-08-01,Saskatchewan,Live animals or animal products,14317
2021-09-01,Saskatchewan,Live animals or animal products,16779
2021-10-01,Saskatchewan,Live animals or animal products,13705
2021-11-01,Saskatchewan,Live animals or animal products,14191
2021-12-01,Saskatchewan,Live animals or animal products,9074
2022-01-01,Saskatchewan,Live animals or animal products,8774
2022-02-01,Saskatchewan,Live animals or animal products,12623
2022-03-01,Saskatchewan,Live animals or animal products,17421
2022-04-01,Saskatchewan,Live animals or animal products,10383
2022-05-01,Saskatchewan,Live animals or animal products,11638
2022-06-01,Saskatchewan,Live animals or animal products,13487
2022-07-01,Saskatchewan,Live animals or animal products,12683
2022-08-01,Saskatchewan,Live animals or animal products,9278
2022-09-01,Saskatchewan,Live animals or animal products,14940
2022-10-01,Saskatchewan,Live animals or animal products,10152
2022-11-01,Saskatchewan,Live animals or animal products,12266
2022-12-01,Saskatchewan,Live animals or animal products,10558
2023-01-01,Saskatchewan,Live animals or animal products,9498
2023-02-01,Saskatchewan,Live animals or animal products,7951
2023-03-01,Saskatchewan,Live animals or animal products,15474
2023-04-01,Saskatchewan,Live animals or animal products,9478
2023-05-01,Saskatchewan,Live animals or animal products,10473
2023-06-01,Saskatchewan,Live animals or animal products,9102
2023-07-01,Saskatchewan,Live animals or animal products,9492
2023-08-01,Saskatchewan,Live animals or animal products,8750
2023-09-01,Saskatchewan,Live animals or animal products,14484
2023-10-01,Saskatchewan,Live animals or animal products,8530
2023-11-01,Saskatchewan,Live animals or animal products,13869
2023-12-01,Saskatchewan,Live animals or animal products,9721
2024-01-01,Saskatchewan,Live animals or animal products,8376
2024-02-01,Saskatchewan,Live animals or animal products,14270
2024-03-01,Saskatchewan,Live animals or animal products,15194
2017-01-01,Saskatchewan,Vegetable products,12547
2017-02-01,Saskatchewan,Vegetable products,13419
2017-03-01,Saskatchewan,Vegetable products,11806
2017-04-01,Saskatchewan,Vegetable products,11584
2017-05-01,Saskatchewan,Vegetable products,12279
2017-06-01,Saskatchewan,Vegetable products,11535
2017-07-01,Saskatchewan,Vegetable products,8755
2017-08-01,Saskatchewan,Vegetable products,11696
2017-09-01,Saskatchewan,Vegetable products,10108
2017-10-01,Saskatchewan,Vegetable products,12553
2017-11-01,Saskatchewan,Vegetable products,9544
2017-12-01,Saskatchewan,Vegetable products,6876
2018-01-01,Saskatchewan,Vegetable products,8237
2018-02-01,Saskatchewan,Vegetable products,9023
2018-03-01,Saskatchewan,Vegetable products,9455
2018-04-01,Saskatchewan,Vegetable products,11164
2018-05-01,Saskatchewan,Vegetable products,10751
2018-06-01,Saskatchewan,Vegetable products,12814
2018-07-01,Saskatchewan,Vegetable products,12912
2018-08-01,Saskatchewan,Vegetable products,7800
2018-09-01,Saskatchewan,Vegetable products,11281
2018-10-01,Saskatchewan,Vegetable products,9876
2018-11-01,Saskatchewan,Vegetable products,15477
2018-12-01,Saskatchewan,Vegetable products,16572
2019-01-01,Saskatchewan,Vegetable products,17264
2019-02-01,Saskatchewan,Vegetable products,16001
2019-03-01,Saskatchewan,Vegetable products,22160
2019-04-01,Saskatchewan,Vegetable products,41833
2019-05-01,Saskatchewan,Vegetable products,30720
2019-06-01,Saskatchewan,Vegetable products,34700
2019-07-01,Saskatchewan,Vegetable products,38323
2019-08-01,Saskatchewan,Vegetable products,19298
2019-09-01,Saskatchewan,Vegetable products,9216
2019-10-01,Saskatchewan,Vegetable products,12180
2019-11-01,Saskatchewan,Vegetable products,10365
2019-12-01,Saskatchewan,Vegetable products,9121
2020-01-01,Saskatchewan,Vegetable products,10683
2020-02-01,Saskatchewan,Vegetable products,10458
2020-03-01,Saskatchewan,Vegetable products,16077
2020-04-01,Saskatchewan,Vegetable products,15691
2020-05-01,Saskatchewan,Vegetable products,17098
2020-06-01,Saskatchewan,Vegetable products,20475
2020-07-01,Saskatchewan,Vegetable products,16828
2020-08-01,Saskatchewan,Vegetable products,13482
2020-09-01,Saskatchewan,Vegetable products,14170
2020-10-01,Saskatchewan,Vegetable products,15933
2020-11-01,Saskatchewan,Vegetable products,13955
2020-12-01,Saskatchewan,Vegetable products,15182
2021-01-01,Saskatchewan,Vegetable products,14362
2021-02-01,Saskatchewan,Vegetable products,11210
2021-03-01,Saskatchewan,Vegetable products,21373
2021-04-01,Saskatchewan,Vegetable products,19886
2021-05-01,Saskatchewan,Vegetable products,18879
2021-06-01,Saskatchewan,Vegetable products,15611
2021-07-01,Saskatchewan,Vegetable products,15790
2021-08-01,Saskatchewan,Vegetable products,11175
2021-09-01,Saskatchewan,Vegetable products,14115
2021-10-01,Saskatchewan,Vegetable products,43264
2021-11-01,Saskatchewan,Vegetable products,73899
2021-12-01,Saskatchewan,Vegetable products,97542
2022-01-01,Saskatchewan,Vegetable products,88063
2022-02-01,Saskatchewan,Vegetable products,106652
2022-03-01,Saskatchewan,Vegetable products,106928
2022-04-01,Saskatchewan,Vegetable products,92145
2022-05-01,Saskatchewan,Vegetable products,103845
2022-06-01,Saskatchewan,Vegetable products,58332
2022-07-01,Saskatchewan,Vegetable products,58490
2022-08-01,Saskatchewan,Vegetable products,46492
2022-09-01,Saskatchewan,Vegetable products,15465
2022-10-01,Saskatchewan,Vegetable products,20711
2022-11-01,Saskatchewan,Vegetable products,30453
2022-12-01,Saskatchewan,Vegetable products,24667
2023-01-01,Saskatchewan,Vegetable products,32928
2023-02-01,Saskatchewan,Vegetable products,38244
2023-03-01,Saskatchewan,Vegetable products,44151
2023-04-01,Saskatchewan,Vegetable products,51150
2023-05-01,Saskatchewan,Vegetable products,29752
2023-06-01,Saskatchewan,Vegetable products,33591
2023-07-01,Saskatchewan,Vegetable products,54079
2023-08-01,Saskatchewan,Vegetable products,64586
2023-09-01,Saskatchewan,Vegetable products,44744
2023-10-01,Saskatchewan,Vegetable products,47506
2023-11-01,Saskatchewan,Vegetable products,102219
2023-12-01,Saskatchewan,Vegetable products,72374
2024-01-01,Saskatchewan,Vegetable products,61440
2024-02-01,Saskatchewan,Vegetable products,40273
2024-03-01,Saskatchewan,Vegetable products,55945
2017-01-01,Saskatchewan,Animal or vegetable oils,1115
2017-02-01,Saskatchewan,Animal or vegetable oils,1261
2017-03-01,Saskatchewan,Animal or vegetable oils,1963
2017-04-01,Saskatchewan,Animal or vegetable oils,1811
2017-05-01,Saskatchewan,Animal or vegetable oils,1084
2017-06-01,Saskatchewan,Animal or vegetable oils,1348
2017-07-01,Saskatchewan,Animal or vegetable oils,1722
2017-08-01,Saskatchewan,Animal or vegetable oils,2334
2017-09-01,Saskatchewan,Animal or vegetable oils,624
2017-10-01,Saskatchewan,Animal or vegetable oils,1834
2017-11-01,Saskatchewan,Animal or vegetable oils,1631
2017-12-01,Saskatchewan,Animal or vegetable oils,1816
2018-01-01,Saskatchewan,Animal or vegetable oils,1647
2018-02-01,Saskatchewan,Animal or vegetable oils,1495
2018-03-01,Saskatchewan,Animal or vegetable oils,1908
2018-04-01,Saskatchewan,Animal or vegetable oils,1644
2018-05-01,Saskatchewan,Animal or vegetable oils,1407
2018-06-01,Saskatchewan,Animal or vegetable oils,1444
2018-07-01,Saskatchewan,Animal or vegetable oils,1297
2018-08-01,Saskatchewan,Animal or vegetable oils,1347
2018-09-01,Saskatchewan,Animal or vegetable oils,1535
2018-10-01,Saskatchewan,Animal or vegetable oils,765
2018-11-01,Saskatchewan,Animal or vegetable oils,1700
2018-12-01,Saskatchewan,Animal or vegetable oils,1308
2019-01-01,Saskatchewan,Animal or vegetable oils,812
2019-02-01,Saskatchewan,Animal or vegetable oils,814
2019-03-01,Saskatchewan,Animal or vegetable oils,1588
2019-04-01,Saskatchewan,Animal or vegetable oils,1278
2019-05-01,Saskatchewan,Animal or vegetable oils,1549
2019-06-01,Saskatchewan,Animal or vegetable oils,1551
2019-07-01,Saskatchewan,Animal or vegetable oils,2052
2019-08-01,Saskatchewan,Animal or vegetable oils,1677
2019-09-01,Saskatchewan,Animal or vegetable oils,780
2019-10-01,Saskatchewan,Animal or vegetable oils,1708
2019-11-01,Saskatchewan,Animal or vegetable oils,1294
2019-12-01,Saskatchewan,Animal or vegetable oils,1411
2020-01-01,Saskatchewan,Animal or vegetable oils,1072
2020-02-01,Saskatchewan,Animal or vegetable oils,1372
2020-03-01,Saskatchewan,Animal or vegetable oils,944
2020-04-01,Saskatchewan,Animal or vegetable oils,1183
2020-05-01,Saskatchewan,Animal or vegetable oils,500
2020-06-01,Saskatchewan,Animal or vegetable oils,547
2020-07-01,Saskatchewan,Animal or vegetable oils,350
2020-08-01,Saskatchewan,Animal or vegetable oils,437
2020-09-01,Saskatchewan,Animal or vegetable oils,547
2020-10-01,Saskatchewan,Animal or vegetable oils,528
2020-11-01,Saskatchewan,Animal or vegetable oils,584
2020-12-01,Saskatchewan,Animal or vegetable oils,696
2021-01-01,Saskatchewan,Animal or vegetable oils,594
2021-02-01,Saskatchewan,Animal or vegetable oils,783
2021-03-01,Saskatchewan,Animal or vegetable oils,1084
2021-04-01,Saskatchewan,Animal or vegetable oils,1644
2021-05-01,Saskatchewan,Animal or vegetable oils,2064
2021-06-01,Saskatchewan,Animal or vegetable oils,1868
2021-07-01,Saskatchewan,Animal or vegetable oils,619
2021-08-01,Saskatchewan,Animal or vegetable oils,1106
2021-09-01,Saskatchewan,Animal or vegetable oils,918
2021-10-01,Saskatchewan,Animal or vegetable oils,906
2021-11-01,Saskatchewan,Animal or vegetable oils,801
2021-12-01,Saskatchewan,Animal or vegetable oils,1145
2022-01-01,Saskatchewan,Animal or vegetable oils,692
2022-02-01,Saskatchewan,Animal or vegetable oils,949
2022-03-01,Saskatchewan,Animal or vegetable oils,1554
2022-04-01,Saskatchewan,Animal or vegetable oils,2030
2022-05-01,Saskatchewan,Animal or vegetable oils,1983
2022-06-01,Saskatchewan,Animal or vegetable oils,1107
2022-07-01,Saskatchewan,Animal or vegetable oils,2924
2022-08-01,Saskatchewan,Animal or vegetable oils,2775
2022-09-01,Saskatchewan,Animal or vegetable oils,2777
2022-10-01,Saskatchewan,Animal or vegetable oils,2397
2022-11-01,Saskatchewan,Animal or vegetable oils,2205
2022-12-01,Saskatchewan,Animal or vegetable oils,2008
2023-01-01,Saskatchewan,Animal or vegetable oils,2043
2023-02-01,Saskatchewan,Animal or vegetable oils,908
2023-03-01,Saskatchewan,Animal or vegetable oils,1125
2023-04-01,Saskatchewan,Animal or vegetable oils,2026
2023-05-01,Saskatchewan,Animal or vegetable oils,2748
2023-06-01,Saskatchewan,Animal or vegetable oils,4697
2023-07-01,Saskatchewan,Animal or vegetable oils,1418
2023-08-01,Saskatchewan,Animal or vegetable oils,2308
2023-09-01,Saskatchewan,Animal or vegetable oils,2632
2023-10-01,Saskatchewan,Animal or vegetable oils,2133
2023-11-01,Saskatchewan,Animal or vegetable oils,2349
2023-12-01,Saskatchewan,Animal or vegetable oils,1136
2024-01-01,Saskatchewan,Animal or vegetable oils,2207
2024-02-01,Saskatchewan,Animal or vegetable oils,2799
2024-03-01,Saskatchewan,Animal or vegetable oils,3258
2017-01-01,Saskatchewan,Processed food and beverages,31720
2017-02-01,Saskatchewan,Processed food and beverages,22409
2017-03-01,Saskatchewan,Processed food and beverages,32867
2017-04-01,Saskatchewan,Processed food and beverages,36611
2017-05-01,Saskatchewan,Processed food and beverages,37981
2017-06-01,Saskatchewan,Processed food and beverages,38046
2017-07-01,Saskatchewan,Processed food and beverages,35683
2017-08-01,Saskatchewan,Processed food and beverages,33316
2017-09-01,Saskatchewan,Processed food and beverages,29763
2017-10-01,Saskatchewan,Processed food and beverages,30808
2017-11-01,Saskatchewan,Processed food and beverages,31999
2017-12-01,Saskatchewan,Processed food and beverages,31180
2018-01-01,Saskatchewan,Processed food and beverages,30779
2018-02-01,Saskatchewan,Processed food and beverages,27838
2018-03-01,Saskatchewan,Processed food and beverages,33909
2018-04-01,Saskatchewan,Processed food and beverages,35233
2018-05-01,Saskatchewan,Processed food and beverages,35381
2018-06-01,Saskatchewan,Processed food and beverages,40099
2018-07-01,Saskatchewan,Processed food and beverages,37666
2018-08-01,Saskatchewan,Processed food and beverages,35373
2018-09-01,Saskatchewan,Processed food and beverages,39685
2018-10-01,Saskatchewan,Processed food and beverages,40364
2018-11-01,Saskatchewan,Processed food and beverages,35682
2018-12-01,Saskatchewan,Processed food and beverages,35982
2019-01-01,Saskatchewan,Processed food and beverages,31318
2019-02-01,Saskatchewan,Processed food and beverages,29703
2019-03-01,Saskatchewan,Processed food and beverages,33845
2019-04-01,Saskatchewan,Processed food and beverages,33487
2019-05-01,Saskatchewan,Processed food and beverages,37946
2019-06-01,Saskatchewan,Processed food and beverages,37939
2019-07-01,Saskatchewan,Processed food and beverages,32921
2019-08-01,Saskatchewan,Processed food and beverages,36863
2019-09-01,Saskatchewan,Processed food and beverages,34612
2019-10-01,Saskatchewan,Processed food and beverages,36081
2019-11-01,Saskatchewan,Processed food and beverages,34627
2019-12-01,Saskatchewan,Processed food and beverages,34150
2020-01-01,Saskatchewan,Processed food and beverages,34270
2020-02-01,Saskatchewan,Processed food and beverages,33595
2020-03-01,Saskatchewan,Processed food and beverages,41512
2020-04-01,Saskatchewan,Processed food and beverages,30625
2020-05-01,Saskatchewan,Processed food and beverages,31729
2020-06-01,Saskatchewan,Processed food and beverages,34455
2020-07-01,Saskatchewan,Processed food and beverages,38739
2020-08-01,Saskatchewan,Processed food and beverages,37768
2020-09-01,Saskatchewan,Processed food and beverages,34438
2020-10-01,Saskatchewan,Processed food and beverages,40015
2020-11-01,Saskatchewan,Processed food and beverages,42222
2020-12-01,Saskatchewan,Processed food and beverages,39723
2021-01-01,Saskatchewan,Processed food and beverages,41891
2021-02-01,Saskatchewan,Processed food and beverages,35026
2021-03-01,Saskatchewan,Processed food and beverages,42601
2021-04-01,Saskatchewan,Processed food and beverages,41305
2021-05-01,Saskatchewan,Processed food and beverages,40539
2021-06-01,Saskatchewan,Processed food and beverages,41260
2021-07-01,Saskatchewan,Processed food and beverages,37705
2021-08-01,Saskatchewan,Processed food and beverages,38569
2021-09-01,Saskatchewan,Processed food and beverages,43946
2021-10-01,Saskatchewan,Processed food and beverages,41910
2021-11-01,Saskatchewan,Processed food and beverages,37630
2021-12-01,Saskatchewan,Processed food and beverages,39533
2022-01-01,Saskatchewan,Processed food and beverages,44057
2022-02-01,Saskatchewan,Processed food and beverages,49405
2022-03-01,Saskatchewan,Processed food and beverages,60547
2022-04-01,Saskatchewan,Processed food and beverages,53303
2022-05-01,Saskatchewan,Processed food and beverages,56832
2022-06-01,Saskatchewan,Processed food and beverages,56771
2022-07-01,Saskatchewan,Processed food and beverages,56905
2022-08-01,Saskatchewan,Processed food and beverages,50566
2022-09-01,Saskatchewan,Processed food and beverages,47408
2022-10-01,Saskatchewan,Processed food and beverages,50713
2022-11-01,Saskatchewan,Processed food and beverages,48647
2022-12-01,Saskatchewan,Processed food and beverages,45276
2023-01-01,Saskatchewan,Processed food and beverages,47481
2023-02-01,Saskatchewan,Processed food and beverages,45390
2023-03-01,Saskatchewan,Processed food and beverages,47712
2023-04-01,Saskatchewan,Processed food and beverages,45485
2023-05-01,Saskatchewan,Processed food and beverages,54363
2023-06-01,Saskatchewan,Processed food and beverages,50304
2023-07-01,Saskatchewan,Processed food and beverages,47414
2023-08-01,Saskatchewan,Processed food and beverages,49292
2023-09-01,Saskatchewan,Processed food and beverages,45130
2023-10-01,Saskatchewan,Processed food and beverages,59722
2023-11-01,Saskatchewan,Processed food and beverages,61659
2023-12-01,Saskatchewan,Processed food and beverages,55743
2024-01-01,Saskatchewan,Processed food and beverages,50927
2024-02-01,Saskatchewan,Processed food and beverages,49895
